id,name,type,timestamp,severity,description,source,related_assets,related_attacks
event-00370,Incident - 370,Incident,2025-12-19T16:32:00Z,low,Incident détecté: Exécution de commande suspecte.,sysmon,IT-03732,CVE-2022-6665
event-00371,Incident - 371,Incident,2025-03-10T15:49:00Z,high,Incident détecté: Exécution de commande suspecte.,sysmon,IT-06606,T3477
event-00372,Maintenance - 372,Maintenance,2025-08-02T03:16:00Z,medium,Maintenance planifiée: Sauvegarde des données.,suricata,IT-08649,
event-00373,Alerte - 373,Alerte,2025-06-16T01:31:00Z,critical,Alerte générée: Tentative de brute-force.,firewall,"IT-09919, IT-08380",T2444
event-00374,Alerte - 374,Alerte,2025-05-01T14:09:00Z,critical,Alerte générée: Scan de port.,suricata,IT-02482,CVE-2022-3152
event-00375,Maintenance - 375,Maintenance,2025-07-04T20:19:00Z,low,Maintenance planifiée: Mise à jour du serveur.,apache,"IT-08138, IT-01325",
event-00376,Incident - 376,Incident,2025-10-30T20:27:00Z,critical,Incident détecté: Accès non autorisé.,firewall,"IT-05893, IT-06215",CVE-2020-1703
event-00377,Incident - 377,Incident,2025-08-12T08:00:00Z,medium,Incident détecté: Accès non autorisé.,suricata,IT-01521,T9133
event-00378,Incident - 378,Incident,2025-10-11T03:30:00Z,low,Incident détecté: Exécution de commande suspecte.,suricata,IT-08316,T8517
event-00379,Maintenance - 379,Maintenance,2025-06-21T18:34:00Z,low,Maintenance planifiée: Redémarrage du réseau.,apache,"IT-04559, IT-05851",
event-00380,Alerte - 380,Alerte,2025-01-03T00:02:00Z,low,Alerte générée: Scan de port.,suricata,"IT-09445, IT-02140",T4408
event-00381,Incident - 381,Incident,2025-04-05T08:22:00Z,critical,Incident détecté: Exécution de commande suspecte.,firewall,IT-02030,T6912
event-00382,Panne Système - 382,Panne Système,2025-06-04T11:23:00Z,low,Panne système: Base de données inaccessible.,apache,IT-09532,
event-00383,Maintenance - 383,Maintenance,2025-10-16T00:27:00Z,high,Maintenance planifiée: Sauvegarde des données.,firewall,"IT-09382, IT-07692",
event-00384,Maintenance - 384,Maintenance,2025-02-17T16:16:00Z,low,Maintenance planifiée: Mise à jour du serveur.,suricata,IT-04705,
event-00385,Alerte - 385,Alerte,2025-04-18T00:10:00Z,high,Alerte générée: Scan de port.,sysmon,IT-09473,T1388
event-00386,Alerte - 386,Alerte,2025-06-13T12:16:00Z,medium,Alerte générée: Requête SQL suspecte.,apache,"IT-04000, IT-05364",CVE-2021-2051
event-00387,Incident - 387,Incident,2025-03-28T01:01:00Z,low,Incident détecté: Accès non autorisé.,suricata,"IT-02450, IT-02541",T1959
event-00388,Incident - 388,Incident,2025-05-18T12:34:00Z,high,Incident détecté: Accès non autorisé.,firewall,IT-07032,CVE-2020-8202
event-00389,Alerte - 389,Alerte,2025-10-17T17:55:00Z,low,Alerte générée: Scan de port.,sysmon,IT-07753,CVE-2025-5149
event-00390,Alerte - 390,Alerte,2025-01-07T18:38:00Z,high,Alerte générée: Scan de port.,suricata,"IT-00219, IT-09463",CVE-2024-1730
event-00391,Alerte - 391,Alerte,2025-11-08T03:36:00Z,high,Alerte générée: Tentative de brute-force.,sysmon,IT-06821,CVE-2022-7827
event-00392,Panne Système - 392,Panne Système,2025-11-12T04:58:00Z,medium,Panne système: Réseau indisponible.,apache,IT-02080,
event-00393,Attaque Détectée - 393,Attaque Détectée,2025-01-21T18:40:00Z,critical,Attaque détectée: Tentative de ZeroLogon.,manual,IT-01905,CVE-2021-6908
event-00394,Alerte - 394,Alerte,2025-07-23T05:46:00Z,high,Alerte générée: Scan de port.,suricata,IT-02337,T7365
event-00395,Panne Système - 395,Panne Système,2025-07-24T20:29:00Z,critical,Panne système: Réseau indisponible.,firewall,IT-04119,
event-00396,Alerte - 396,Alerte,2025-10-05T08:52:00Z,medium,Alerte générée: Requête SQL suspecte.,firewall,IT-02333,T6815
event-00397,Attaque Détectée - 397,Attaque Détectée,2025-04-29T14:09:00Z,medium,Attaque détectée: Exploitation de Log4Shell.,sysmon,"IT-03451, IT-05328",T9231
event-00398,Maintenance - 398,Maintenance,2025-10-11T00:26:00Z,critical,Maintenance planifiée: Sauvegarde des données.,apache,"IT-08819, IT-00002",
event-00399,Incident - 399,Incident,2025-01-08T18:58:00Z,medium,Incident détecté: Exécution de commande suspecte.,apache,"IT-08010, IT-04331",CVE-2024-1623
event-00400,Panne Système - 400,Panne Système,2025-01-01T12:54:00Z,low,Panne système: Réseau indisponible.,manual,IT-09483,
event-00401,Incident - 401,Incident,2025-06-11T13:18:00Z,low,Incident détecté: Exécution de commande suspecte.,manual,IT-07308,T7373
event-00402,Maintenance - 402,Maintenance,2025-05-31T21:31:00Z,critical,Maintenance planifiée: Sauvegarde des données.,sysmon,"IT-08175, IT-02970",
event-00403,Alerte - 403,Alerte,2025-08-30T09:44:00Z,critical,Alerte générée: Requête SQL suspecte.,apache,IT-05496,T5464
event-00404,Attaque Détectée - 404,Attaque Détectée,2025-12-26T15:57:00Z,high,Attaque détectée: Tentative de ZeroLogon.,apache,IT-02704,CVE-2021-5267
event-00405,Incident - 405,Incident,2025-09-07T12:48:00Z,medium,Incident détecté: Exécution de commande suspecte.,sysmon,"IT-03638, IT-07465",T1262
event-00406,Alerte - 406,Alerte,2025-05-11T23:16:00Z,high,Alerte générée: Scan de port.,sysmon,"IT-05650, IT-03128",T2076
event-00407,Maintenance - 407,Maintenance,2025-07-12T03:07:00Z,medium,Maintenance planifiée: Sauvegarde des données.,sysmon,IT-09163,
event-00408,Maintenance - 408,Maintenance,2025-01-19T17:10:00Z,low,Maintenance planifiée: Sauvegarde des données.,suricata,IT-07354,
event-00409,Attaque Détectée - 409,Attaque Détectée,2025-11-28T00:00:00Z,low,Attaque détectée: Exploitation de Log4Shell.,manual,"IT-07071, IT-05449",CVE-2021-8945
event-00410,Attaque Détectée - 410,Attaque Détectée,2025-09-27T06:51:00Z,medium,Attaque détectée: Tentative de ZeroLogon.,manual,"IT-01236, IT-07100",T3260
event-00411,Incident - 411,Incident,2025-11-10T00:47:00Z,critical,Incident détecté: Trafic réseau anormal.,sysmon,IT-00176,CVE-2021-3661
event-00412,Attaque Détectée - 412,Attaque Détectée,2025-09-21T09:45:00Z,medium,Attaque détectée: Tentative de ZeroLogon.,apache,"IT-02121, IT-06478",CVE-2025-9139
event-00413,Alerte - 413,Alerte,2025-10-15T23:15:00Z,high,Alerte générée: Requête SQL suspecte.,sysmon,IT-08969,CVE-2021-8462
event-00414,Incident - 414,Incident,2025-09-29T11:53:00Z,critical,Incident détecté: Exécution de commande suspecte.,apache,IT-02534,CVE-2023-5900
event-00415,Incident - 415,Incident,2025-01-12T04:46:00Z,high,Incident détecté: Exécution de commande suspecte.,manual,IT-08729,T2687
event-00416,Alerte - 416,Alerte,2025-07-06T19:06:00Z,high,Alerte générée: Tentative de brute-force.,suricata,IT-01202,T4317
event-00417,Panne Système - 417,Panne Système,2025-08-01T12:04:00Z,critical,Panne système: Réseau indisponible.,firewall,"IT-00095, IT-03259",
event-00418,Panne Système - 418,Panne Système,2025-02-03T19:25:00Z,low,Panne système: Réseau indisponible.,suricata,"IT-07934, IT-06797",
event-00419,Maintenance - 419,Maintenance,2025-01-11T04:59:00Z,medium,Maintenance planifiée: Sauvegarde des données.,manual,"IT-00598, IT-03606",
event-00420,Panne Système - 420,Panne Système,2025-02-16T07:23:00Z,medium,Panne système: Base de données inaccessible.,apache,IT-00086,
event-00421,Panne Système - 421,Panne Système,2025-01-20T14:04:00Z,high,Panne système: Base de données inaccessible.,sysmon,IT-08043,
event-00422,Incident - 422,Incident,2025-12-23T04:27:00Z,low,Incident détecté: Trafic réseau anormal.,suricata,IT-02717,CVE-2022-2981
event-00423,Attaque Détectée - 423,Attaque Détectée,2025-11-23T14:24:00Z,critical,Attaque détectée: Exploitation de Log4Shell.,apache,IT-09431,CVE-2020-5322
event-00424,Incident - 424,Incident,2025-11-17T21:57:00Z,critical,Incident détecté: Exécution de commande suspecte.,firewall,IT-03608,CVE-2020-1795
event-00425,Alerte - 425,Alerte,2025-12-01T12:38:00Z,low,Alerte générée: Tentative de brute-force.,firewall,IT-07266,CVE-2025-5154
event-00426,Maintenance - 426,Maintenance,2025-07-19T16:56:00Z,medium,Maintenance planifiée: Sauvegarde des données.,sysmon,"IT-03038, IT-08134",
event-00427,Alerte - 427,Alerte,2025-04-22T19:18:00Z,high,Alerte générée: Scan de port.,apache,IT-06501,T6276
event-00428,Alerte - 428,Alerte,2025-06-20T12:23:00Z,medium,Alerte générée: Tentative de brute-force.,sysmon,IT-06294,CVE-2020-7432
event-00429,Maintenance - 429,Maintenance,2025-06-24T06:21:00Z,critical,Maintenance planifiée: Redémarrage du réseau.,sysmon,"IT-08897, IT-09413",
event-00430,Maintenance - 430,Maintenance,2025-12-03T10:27:00Z,medium,Maintenance planifiée: Redémarrage du réseau.,firewall,IT-09678,
event-00431,Alerte - 431,Alerte,2025-06-08T13:06:00Z,critical,Alerte générée: Scan de port.,firewall,IT-02121,CVE-2025-7963
event-00432,Alerte - 432,Alerte,2025-07-20T02:39:00Z,medium,Alerte générée: Tentative de brute-force.,suricata,"IT-01578, IT-01388",T9252
event-00433,Maintenance - 433,Maintenance,2025-08-03T12:09:00Z,critical,Maintenance planifiée: Sauvegarde des données.,firewall,"IT-04876, IT-04521",
event-00434,Attaque Détectée - 434,Attaque Détectée,2025-05-11T20:12:00Z,medium,Attaque détectée: Attaque par force brute.,suricata,"IT-08201, IT-01306",T8832
event-00435,Attaque Détectée - 435,Attaque Détectée,2025-12-13T14:31:00Z,medium,Attaque détectée: Tentative de ZeroLogon.,suricata,"IT-00794, IT-09807",CVE-2022-2051
event-00436,Maintenance - 436,Maintenance,2025-04-02T16:50:00Z,medium,Maintenance planifiée: Sauvegarde des données.,sysmon,IT-02559,
event-00437,Incident - 437,Incident,2025-01-10T00:30:00Z,low,Incident détecté: Exécution de commande suspecte.,manual,IT-05470,T8553
event-00438,Attaque Détectée - 438,Attaque Détectée,2025-01-04T23:36:00Z,medium,Attaque détectée: Exploitation de Log4Shell.,suricata,IT-05794,T4052
event-00439,Alerte - 439,Alerte,2025-07-04T11:59:00Z,high,Alerte générée: Scan de port.,manual,IT-06578,CVE-2021-5939
event-00440,Incident - 440,Incident,2025-06-19T18:09:00Z,low,Incident détecté: Trafic réseau anormal.,manual,"IT-01434, IT-05736",CVE-2025-9633
event-00441,Panne Système - 441,Panne Système,2025-12-07T14:13:00Z,low,Panne système: Réseau indisponible.,apache,IT-02191,
event-00442,Attaque Détectée - 442,Attaque Détectée,2025-03-31T11:03:00Z,critical,Attaque détectée: Exploitation de Log4Shell.,sysmon,"IT-06341, IT-06568",CVE-2023-7289
event-00443,Attaque Détectée - 443,Attaque Détectée,2025-02-14T18:53:00Z,low,Attaque détectée: Exploitation de Log4Shell.,suricata,"IT-02836, IT-00183",T2618
event-00444,Incident - 444,Incident,2025-11-30T03:24:00Z,critical,Incident détecté: Accès non autorisé.,apache,IT-04929,CVE-2020-1659
event-00445,Maintenance - 445,Maintenance,2025-12-07T16:45:00Z,high,Maintenance planifiée: Mise à jour du serveur.,firewall,IT-08489,
event-00446,Alerte - 446,Alerte,2025-01-18T08:20:00Z,medium,Alerte générée: Tentative de brute-force.,suricata,IT-02291,CVE-2023-1348
event-00447,Maintenance - 447,Maintenance,2025-01-16T16:33:00Z,medium,Maintenance planifiée: Mise à jour du serveur.,apache,"IT-05215, IT-09455",
event-00448,Panne Système - 448,Panne Système,2025-01-20T21:33:00Z,medium,Panne système: Base de données inaccessible.,apache,IT-00467,
event-00449,Maintenance - 449,Maintenance,2025-01-13T00:34:00Z,high,Maintenance planifiée: Mise à jour du serveur.,apache,"IT-04602, IT-04670",
event-00450,Incident - 450,Incident,2025-05-18T17:52:00Z,high,Incident détecté: Trafic réseau anormal.,manual,"IT-03271, IT-00776",CVE-2024-2010
event-00451,Maintenance - 451,Maintenance,2025-11-25T14:13:00Z,high,Maintenance planifiée: Sauvegarde des données.,suricata,IT-09092,
event-00452,Panne Système - 452,Panne Système,2025-02-12T21:51:00Z,critical,Panne système: Base de données inaccessible.,apache,IT-00349,
event-00453,Panne Système - 453,Panne Système,2025-06-11T05:30:00Z,critical,Panne système: Base de données inaccessible.,firewall,"IT-02821, IT-04740",
event-00454,Alerte - 454,Alerte,2025-09-21T01:58:00Z,medium,Alerte générée: Requête SQL suspecte.,sysmon,"IT-09138, IT-03836",T2428
event-00455,Incident - 455,Incident,2025-11-20T18:26:00Z,critical,Incident détecté: Trafic réseau anormal.,firewall,"IT-03053, IT-04755",T6602
event-00456,Alerte - 456,Alerte,2025-07-09T15:19:00Z,low,Alerte générée: Tentative de brute-force.,apache,"IT-01249, IT-03593",CVE-2020-8189
event-00457,Maintenance - 457,Maintenance,2025-02-03T21:51:00Z,medium,Maintenance planifiée: Sauvegarde des données.,manual,IT-06148,
event-00458,Attaque Détectée - 458,Attaque Détectée,2025-12-30T21:10:00Z,critical,Attaque détectée: Tentative de ZeroLogon.,sysmon,IT-04927,CVE-2023-7120
event-00459,Attaque Détectée - 459,Attaque Détectée,2025-01-04T02:53:00Z,critical,Attaque détectée: Attaque par force brute.,apache,IT-06599,CVE-2023-9434
event-00460,Maintenance - 460,Maintenance,2025-02-08T04:53:00Z,low,Maintenance planifiée: Sauvegarde des données.,firewall,IT-01598,
event-00461,Panne Système - 461,Panne Système,2025-11-21T14:45:00Z,medium,Panne système: Base de données inaccessible.,suricata,IT-02942,
event-00462,Attaque Détectée - 462,Attaque Détectée,2025-03-29T03:45:00Z,critical,Attaque détectée: Exploitation de Log4Shell.,sysmon,"IT-07831, IT-05093",T5181
event-00463,Maintenance - 463,Maintenance,2025-05-26T13:18:00Z,high,Maintenance planifiée: Redémarrage du réseau.,apache,"IT-09791, IT-09055",
event-00464,Alerte - 464,Alerte,2025-10-09T11:46:00Z,low,Alerte générée: Requête SQL suspecte.,firewall,IT-07155,T4317
event-00465,Attaque Détectée - 465,Attaque Détectée,2025-06-15T22:00:00Z,high,Attaque détectée: Tentative de ZeroLogon.,sysmon,IT-08886,CVE-2021-3485
event-00466,Incident - 466,Incident,2025-09-19T19:52:00Z,high,Incident détecté: Trafic réseau anormal.,apache,IT-04729,T4721
event-00467,Panne Système - 467,Panne Système,2025-08-06T03:50:00Z,medium,Panne système: Réseau indisponible.,sysmon,IT-01807,
event-00468,Attaque Détectée - 468,Attaque Détectée,2025-02-17T19:36:00Z,low,Attaque détectée: Exploitation de Log4Shell.,manual,IT-05071,CVE-2025-6357
event-00469,Panne Système - 469,Panne Système,2025-11-05T08:05:00Z,medium,Panne système: Base de données inaccessible.,manual,"IT-00744, IT-04340",
event-00470,Panne Système - 470,Panne Système,2025-04-24T02:59:00Z,high,Panne système: Serveur hors ligne.,manual,IT-04405,
event-00471,Maintenance - 471,Maintenance,2025-07-02T09:01:00Z,medium,Maintenance planifiée: Redémarrage du réseau.,manual,IT-06243,
event-00472,Alerte - 472,Alerte,2025-03-08T15:52:00Z,medium,Alerte générée: Scan de port.,manual,IT-06539,CVE-2022-8754
event-00473,Incident - 473,Incident,2026-01-01T14:17:00Z,low,Incident détecté: Trafic réseau anormal.,sysmon,IT-08381,T3865
event-00474,Panne Système - 474,Panne Système,2025-11-06T17:02:00Z,high,Panne système: Base de données inaccessible.,manual,IT-04735,
event-00475,Alerte - 475,Alerte,2025-10-01T04:04:00Z,critical,Alerte générée: Scan de port.,suricata,IT-04296,CVE-2021-6220
event-00476,Panne Système - 476,Panne Système,2025-04-20T16:03:00Z,medium,Panne système: Réseau indisponible.,sysmon,IT-02745,
event-00477,Alerte - 477,Alerte,2025-03-06T03:12:00Z,medium,Alerte générée: Requête SQL suspecte.,sysmon,"IT-07714, IT-00701",T2712
event-00478,Maintenance - 478,Maintenance,2025-08-24T18:58:00Z,critical,Maintenance planifiée: Redémarrage du réseau.,apache,IT-09906,
event-00479,Attaque Détectée - 479,Attaque Détectée,2025-12-25T18:52:00Z,high,Attaque détectée: Attaque par force brute.,sysmon,"IT-03392, IT-00585",CVE-2023-4048
event-00480,Attaque Détectée - 480,Attaque Détectée,2025-12-14T02:28:00Z,high,Attaque détectée: Exploitation de Log4Shell.,manual,IT-05795,CVE-2023-4415
event-00481,Maintenance - 481,Maintenance,2025-12-26T03:14:00Z,critical,Maintenance planifiée: Mise à jour du serveur.,firewall,IT-01752,
event-00482,Attaque Détectée - 482,Attaque Détectée,2025-11-09T13:29:00Z,medium,Attaque détectée: Attaque par force brute.,manual,"IT-06394, IT-09283",T7723
event-00483,Panne Système - 483,Panne Système,2025-03-25T08:14:00Z,low,Panne système: Serveur hors ligne.,suricata,"IT-09824, IT-04046",
event-00484,Alerte - 484,Alerte,2025-08-03T13:57:00Z,high,Alerte générée: Requête SQL suspecte.,firewall,"IT-08636, IT-05484",T1190
event-00485,Maintenance - 485,Maintenance,2025-12-13T08:20:00Z,medium,Maintenance planifiée: Redémarrage du réseau.,firewall,"IT-01326, IT-03530",
event-00486,Attaque Détectée - 486,Attaque Détectée,2025-09-18T01:19:00Z,critical,Attaque détectée: Exploitation de Log4Shell.,suricata,"IT-01579, IT-07804",CVE-2022-8450
event-00487,Alerte - 487,Alerte,2025-01-04T15:47:00Z,critical,Alerte générée: Tentative de brute-force.,manual,"IT-03078, IT-09155",T1773
event-00488,Panne Système - 488,Panne Système,2025-10-26T18:18:00Z,high,Panne système: Base de données inaccessible.,apache,IT-00304,
event-00489,Panne Système - 489,Panne Système,2025-09-29T16:34:00Z,high,Panne système: Serveur hors ligne.,sysmon,IT-09169,
event-00490,Panne Système - 490,Panne Système,2025-07-16T04:40:00Z,medium,Panne système: Serveur hors ligne.,apache,"IT-01404, IT-02866",
event-00491,Incident - 491,Incident,2025-12-29T18:56:00Z,medium,Incident détecté: Exécution de commande suspecte.,firewall,IT-04977,T1959
event-00492,Panne Système - 492,Panne Système,2025-04-14T18:57:00Z,critical,Panne système: Base de données inaccessible.,firewall,IT-01265,
event-00493,Maintenance - 493,Maintenance,2025-07-17T08:08:00Z,critical,Maintenance planifiée: Redémarrage du réseau.,suricata,"IT-02140, IT-08949",
event-00494,Alerte - 494,Alerte,2025-06-04T19:47:00Z,high,Alerte générée: Requête SQL suspecte.,manual,"IT-08103, IT-05861",CVE-2025-6277
event-00495,Alerte - 495,Alerte,2025-02-28T07:21:00Z,critical,Alerte générée: Requête SQL suspecte.,sysmon,IT-08829,T5057
event-00496,Attaque Détectée - 496,Attaque Détectée,2025-10-28T05:01:00Z,high,Attaque détectée: Exploitation de Log4Shell.,firewall,"IT-09308, IT-04838",CVE-2025-4740
event-00497,Alerte - 497,Alerte,2025-06-05T16:55:00Z,low,Alerte générée: Scan de port.,suricata,IT-03495,CVE-2021-5136
event-00498,Alerte - 498,Alerte,2025-03-26T14:26:00Z,high,Alerte générée: Tentative de brute-force.,manual,IT-04852,CVE-2022-2540
event-00499,Panne Système - 499,Panne Système,2025-06-18T02:01:00Z,high,Panne système: Serveur hors ligne.,sysmon,"IT-01451, IT-03200",
event-00500,Panne Système - 500,Panne Système,2025-02-22T22:12:00Z,critical,Panne système: Serveur hors ligne.,suricata,"IT-09153, IT-08471",
event-00501,Maintenance - 501,Maintenance,2025-07-25T16:42:00Z,medium,Maintenance planifiée: Mise à jour du serveur.,firewall,"IT-02444, IT-05714",
event-00502,Incident - 502,Incident,2025-11-15T16:01:00Z,critical,Incident détecté: Accès non autorisé.,firewall,"IT-08637, IT-06730",T7141
event-00503,Panne Système - 503,Panne Système,2025-12-13T01:11:00Z,medium,Panne système: Réseau indisponible.,sysmon,"IT-03366, IT-04639",
event-00504,Alerte - 504,Alerte,2025-07-07T01:17:00Z,critical,Alerte générée: Scan de port.,manual,"IT-06691, IT-09605",CVE-2024-4917
event-00505,Maintenance - 505,Maintenance,2025-09-26T04:33:00Z,high,Maintenance planifiée: Mise à jour du serveur.,suricata,IT-00931,
event-00506,Incident - 506,Incident,2025-11-19T00:21:00Z,critical,Incident détecté: Accès non autorisé.,suricata,IT-03826,T9465
event-00507,Panne Système - 507,Panne Système,2025-06-09T15:49:00Z,medium,Panne système: Réseau indisponible.,firewall,IT-05649,
event-00508,Maintenance - 508,Maintenance,2025-01-20T19:59:00Z,high,Maintenance planifiée: Sauvegarde des données.,apache,"IT-02311, IT-00221",
event-00509,Attaque Détectée - 509,Attaque Détectée,2025-11-16T05:58:00Z,critical,Attaque détectée: Tentative de ZeroLogon.,sysmon,IT-06621,T3209
event-00510,Maintenance - 510,Maintenance,2025-12-15T16:02:00Z,low,Maintenance planifiée: Sauvegarde des données.,sysmon,"IT-05061, IT-01362",
event-00511,Panne Système - 511,Panne Système,2025-02-23T12:31:00Z,low,Panne système: Réseau indisponible.,suricata,"IT-02923, IT-08073",
event-00512,Alerte - 512,Alerte,2025-02-15T07:32:00Z,low,Alerte générée: Requête SQL suspecte.,firewall,IT-04869,T7723
event-00513,Alerte - 513,Alerte,2025-02-27T16:41:00Z,low,Alerte générée: Tentative de brute-force.,sysmon,"IT-03318, IT-09096",T8003
event-00514,Maintenance - 514,Maintenance,2025-04-14T10:36:00Z,low,Maintenance planifiée: Redémarrage du réseau.,apache,"IT-04614, IT-02149",
event-00515,Panne Système - 515,Panne Système,2025-03-10T20:00:00Z,medium,Panne système: Réseau indisponible.,manual,"IT-02188, IT-05023",
event-00516,Attaque Détectée - 516,Attaque Détectée,2025-05-21T11:38:00Z,low,Attaque détectée: Exploitation de Log4Shell.,manual,"IT-06251, IT-09990",CVE-2021-6051
event-00517,Maintenance - 517,Maintenance,2025-02-16T09:40:00Z,critical,Maintenance planifiée: Sauvegarde des données.,apache,"IT-05647, IT-01238",
event-00518,Attaque Détectée - 518,Attaque Détectée,2025-07-01T23:24:00Z,critical,Attaque détectée: Attaque par force brute.,firewall,IT-06188,CVE-2020-7224
event-00519,Attaque Détectée - 519,Attaque Détectée,2025-08-23T01:38:00Z,high,Attaque détectée: Attaque par force brute.,apache,"IT-08610, IT-07187",CVE-2022-7754
event-00520,Maintenance - 520,Maintenance,2025-01-29T02:32:00Z,critical,Maintenance planifiée: Sauvegarde des données.,firewall,IT-07411,
event-00521,Alerte - 521,Alerte,2025-01-22T13:14:00Z,high,Alerte générée: Tentative de brute-force.,suricata,IT-01292,CVE-2020-5200
event-00522,Panne Système - 522,Panne Système,2025-06-19T12:23:00Z,medium,Panne système: Base de données inaccessible.,sysmon,"IT-09608, IT-02818",
event-00523,Incident - 523,Incident,2025-07-03T04:00:00Z,low,Incident détecté: Accès non autorisé.,apache,IT-02614,T6912
event-00524,Maintenance - 524,Maintenance,2025-03-20T16:31:00Z,medium,Maintenance planifiée: Sauvegarde des données.,firewall,IT-08223,
event-00525,Incident - 525,Incident,2025-05-31T21:15:00Z,medium,Incident détecté: Exécution de commande suspecte.,firewall,IT-06492,T8517
event-00526,Alerte - 526,Alerte,2025-06-27T20:04:00Z,critical,Alerte générée: Requête SQL suspecte.,apache,"IT-00312, IT-06336",T4896
event-00527,Incident - 527,Incident,2025-07-16T00:46:00Z,medium,Incident détecté: Trafic réseau anormal.,firewall,IT-00033,CVE-2020-3789
event-00528,Attaque Détectée - 528,Attaque Détectée,2025-02-04T03:01:00Z,high,Attaque détectée: Tentative de ZeroLogon.,manual,"IT-06025, IT-04838",T3834
event-00529,Alerte - 529,Alerte,2025-11-03T16:27:00Z,low,Alerte générée: Scan de port.,manual,"IT-03853, IT-04483",CVE-2025-7981
event-00530,Maintenance - 530,Maintenance,2025-11-08T20:32:00Z,critical,Maintenance planifiée: Redémarrage du réseau.,suricata,"IT-09741, IT-06227",
event-00531,Attaque Détectée - 531,Attaque Détectée,2025-09-11T00:17:00Z,critical,Attaque détectée: Attaque par force brute.,manual,IT-04548,T2245
event-00532,Alerte - 532,Alerte,2025-03-30T12:57:00Z,high,Alerte générée: Scan de port.,manual,"IT-04676, IT-02300",CVE-2022-3521
event-00533,Maintenance - 533,Maintenance,2025-02-06T02:59:00Z,medium,Maintenance planifiée: Sauvegarde des données.,manual,IT-01704,
event-00534,Attaque Détectée - 534,Attaque Détectée,2025-12-01T10:48:00Z,medium,Attaque détectée: Attaque par force brute.,manual,IT-01437,T9805
event-00535,Alerte - 535,Alerte,2025-02-26T05:40:00Z,low,Alerte générée: Scan de port.,apache,IT-03724,T1150
event-00536,Alerte - 536,Alerte,2025-10-03T02:28:00Z,high,Alerte générée: Scan de port.,apache,"IT-08764, IT-00012",CVE-2022-7231
event-00537,Alerte - 537,Alerte,2025-06-24T13:26:00Z,high,Alerte générée: Tentative de brute-force.,sysmon,"IT-03745, IT-06972",T2495
event-00538,Attaque Détectée - 538,Attaque Détectée,2025-08-16T23:16:00Z,critical,Attaque détectée: Tentative de ZeroLogon.,manual,"IT-09957, IT-04706",CVE-2020-3311
event-00539,Incident - 539,Incident,2025-09-26T20:47:00Z,low,Incident détecté: Trafic réseau anormal.,manual,IT-03805,T8563
event-00540,Alerte - 540,Alerte,2025-07-18T08:00:00Z,low,Alerte générée: Scan de port.,sysmon,IT-02425,CVE-2025-8137
event-00541,Alerte - 541,Alerte,2025-09-21T20:37:00Z,high,Alerte générée: Requête SQL suspecte.,manual,IT-06825,T7776
event-00542,Incident - 542,Incident,2025-06-03T09:18:00Z,high,Incident détecté: Accès non autorisé.,sysmon,"IT-05029, IT-04856",T7224
event-00543,Panne Système - 543,Panne Système,2025-08-24T03:04:00Z,medium,Panne système: Base de données inaccessible.,suricata,IT-06175,
event-00544,Attaque Détectée - 544,Attaque Détectée,2025-01-15T16:33:00Z,low,Attaque détectée: Tentative de ZeroLogon.,manual,IT-06726,T6958
event-00545,Incident - 545,Incident,2025-05-05T06:58:00Z,high,Incident détecté: Trafic réseau anormal.,apache,"IT-03999, IT-05804",CVE-2023-4415
event-00546,Alerte - 546,Alerte,2025-02-09T12:58:00Z,high,Alerte générée: Requête SQL suspecte.,sysmon,"IT-06413, IT-02648",CVE-2020-8718
event-00547,Incident - 547,Incident,2025-01-19T20:27:00Z,critical,Incident détecté: Accès non autorisé.,sysmon,"IT-00229, IT-02813",T4896
event-00548,Maintenance - 548,Maintenance,2025-03-04T01:11:00Z,high,Maintenance planifiée: Mise à jour du serveur.,sysmon,IT-02407,
event-00549,Attaque Détectée - 549,Attaque Détectée,2025-12-13T01:15:00Z,critical,Attaque détectée: Tentative de ZeroLogon.,manual,"IT-08478, IT-00206",T3834
event-00550,Incident - 550,Incident,2025-07-03T06:37:00Z,critical,Incident détecté: Accès non autorisé.,suricata,"IT-08966, IT-05715",CVE-2021-7724
event-00551,Maintenance - 551,Maintenance,2025-07-06T11:14:00Z,low,Maintenance planifiée: Sauvegarde des données.,manual,IT-01617,
event-00552,Alerte - 552,Alerte,2025-03-12T17:36:00Z,low,Alerte générée: Scan de port.,firewall,IT-09836,CVE-2021-5600
event-00553,Incident - 553,Incident,2025-06-25T06:17:00Z,low,Incident détecté: Exécution de commande suspecte.,suricata,"IT-03775, IT-00939",CVE-2022-3628
event-00554,Attaque Détectée - 554,Attaque Détectée,2025-12-18T19:07:00Z,high,Attaque détectée: Exploitation de Log4Shell.,suricata,"IT-08223, IT-02942",CVE-2020-6600
event-00555,Incident - 555,Incident,2025-10-30T16:48:00Z,medium,Incident détecté: Accès non autorisé.,manual,"IT-08409, IT-01681",CVE-2022-2540
event-00556,Panne Système - 556,Panne Système,2025-08-23T07:52:00Z,critical,Panne système: Réseau indisponible.,sysmon,"IT-00721, IT-04178",
event-00557,Incident - 557,Incident,2025-07-31T14:29:00Z,critical,Incident détecté: Trafic réseau anormal.,sysmon,IT-05022,T9231
event-00558,Maintenance - 558,Maintenance,2025-07-04T06:48:00Z,low,Maintenance planifiée: Redémarrage du réseau.,firewall,IT-02352,
